run_id,experiment_id,status,stage,dataset,model,method,eta,inference_steps,model_seed,split_seed,config_sha256,git_commit,torch2pc_commit,run_directory,started_utc,finished_utc,test_evaluated,notes
20260713T125201Z-50799389,final_stage_2-mnist-bp-s0-df334e1be2-6d66b0a6-0ffe23c9,running,final_stage_2,MNIST,lenet_classic,bp,,,0,42,df334e1be21a9ba0ad24116d8bd7d14b95cf95a944c5446dba8be57f04b01f12,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s0-df334e1be2-6d66b0a6-0ffe23c9/20260713T125201Z-50799389,2026-07-13T12:52:01Z,,false,
20260713T125201Z-50799389,final_stage_2-mnist-bp-s0-df334e1be2-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,bp,,,0,42,df334e1be21a9ba0ad24116d8bd7d14b95cf95a944c5446dba8be57f04b01f12,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-bp-s0-df334e1be2-6d66b0a6-0ffe23c9/20260713T125201Z-50799389,2026-07-13T12:52:01Z,2026-07-13T12:52:32Z,true,
20260713T125236Z-d4919de3,final_stage_2-mnist-fixedpred-s0-8e0b4eadec-6d66b0a6-0ffe23c9,running,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,0,42,8e0b4eadece40aa75d8d75ee7261dee04c04c427f1c88a03c64ed1aefa06a8e6,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s0-8e0b4eadec-6d66b0a6-0ffe23c9/20260713T125236Z-d4919de3,2026-07-13T12:52:36Z,,false,
20260713T125236Z-d4919de3,final_stage_2-mnist-fixedpred-s0-8e0b4eadec-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,0,42,8e0b4eadece40aa75d8d75ee7261dee04c04c427f1c88a03c64ed1aefa06a8e6,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s0-8e0b4eadec-6d66b0a6-0ffe23c9/20260713T125236Z-d4919de3,2026-07-13T12:52:36Z,2026-07-13T12:53:28Z,true,
20260713T125332Z-a49fd791,final_stage_2-mnist-exact-s0-1bf4833a37-6d66b0a6-0ffe23c9,running,final_stage_2,MNIST,lenet_classic,exact,0.1,20,0,42,1bf4833a374588e7b8d301a16aaab0a6836a65bacdf3cf25fb50fb1aed69e3fd,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s0-1bf4833a37-6d66b0a6-0ffe23c9/20260713T125332Z-a49fd791,2026-07-13T12:53:32Z,,false,
20260713T125332Z-a49fd791,final_stage_2-mnist-exact-s0-1bf4833a37-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,exact,0.1,20,0,42,1bf4833a374588e7b8d301a16aaab0a6836a65bacdf3cf25fb50fb1aed69e3fd,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-exact-s0-1bf4833a37-6d66b0a6-0ffe23c9/20260713T125332Z-a49fd791,2026-07-13T12:53:32Z,2026-07-13T12:54:03Z,true,
20260713T125408Z-cdba9bd4,final_stage_2-mnist-strict-s0-666615f130-6d66b0a6-0ffe23c9,running,final_stage_2,MNIST,lenet_classic,strict,0.05,20,0,42,666615f13031ddae89f4a5736a80372045f5d5385fcb27fad8d7c48d6ba5ce16,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s0-666615f130-6d66b0a6-0ffe23c9/20260713T125408Z-cdba9bd4,2026-07-13T12:54:08Z,,false,
20260713T125408Z-cdba9bd4,final_stage_2-mnist-strict-s0-666615f130-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,strict,0.05,20,0,42,666615f13031ddae89f4a5736a80372045f5d5385fcb27fad8d7c48d6ba5ce16,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-strict-s0-666615f130-6d66b0a6-0ffe23c9/20260713T125408Z-cdba9bd4,2026-07-13T12:54:08Z,2026-07-13T12:55:47Z,true,
20260713T125552Z-9503cf1a,final_stage_2-mnist-fixedpred-s1-801ef7cc5e-6d66b0a6-0ffe23c9,running,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,1,42,801ef7cc5e7178c639a3a5a876a6a1c74d8df6304c649742753f7d3811bb29cb,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s1-801ef7cc5e-6d66b0a6-0ffe23c9/20260713T125552Z-9503cf1a,2026-07-13T12:55:52Z,,false,
20260713T125552Z-9503cf1a,final_stage_2-mnist-fixedpred-s1-801ef7cc5e-6d66b0a6-0ffe23c9,completed,final_stage_2,MNIST,lenet_classic,fixedpred,0.1,10,1,42,801ef7cc5e7178c639a3a5a876a6a1c74d8df6304c649742753f7d3811bb29cb,6d66b0a6f82c30c4fb8eca6247383ca13e0636a2,b20d9142e4bdbf57b3ec8bf9f9c4472372ec8db4,results/stage-2/runs/final_stage_2-mnist-fixedpred-s1-801ef7cc5e-6d66b0a6-0ffe23c9/20260713T125552Z-9503cf1a,2026-07-13T12:55:52Z,2026-07-13T12:56:44Z,true,
